TSLA,Tesla Inc ,05272018,Musk's U-turn on Tesla deal could intensify his legal  regulatory woes ,WASHINGTON  Aug 26 Tesla Inc Chief Executive Elon Musk's decision to abruptly abandon a plan to take his electric carmaker private will not resolve his mounting regulatory and legal woes  and may even make them worse  some securities lawyers said.,topStory
TSLA,Tesla Inc ,05272018,Tesla CEO Musk drops pursuit of $72 billion take-private deal ,Tesla Inc Chief Executive Elon Musk said late on Friday he would heed shareholder concerns and no longer pursue a $72 billion deal to take the luxury electric car maker private  abandoning an idea that stunned investors and drew regulatory scrutiny. | Video ,normal
