TSLA,Tesla Inc ,05272018,Einhorn's Greenlight off 25 percent for year; Ackman up double-digits ,BOSTON Billionaire investor David Einhorn's Greenlight Capital hedge fund  whose bets on car companies General Motors  and Tesla  both moved against him in August  lost 7.6 percent this month  leaving the fund down 25.1 percent for the year  two investors said on Friday.,topStory
TSLA,Tesla Inc ,05272018,UPDATE 1-Einhorn's Greenlight off 25 pct for year; Ackman up double-digits ,BOSTON  Aug 31 Billionaire investor David Einhorn's Greenlight Capital hedge fund  whose bets on car companies General Motors and Tesla both moved against him in August  lost 7.6 percent this month  leaving the fund down 25.1 percent for the year  two investors said on Friday.,normal
