MSFT,Microsoft Corporation,12312015,Google  Facebook  others plan briefs supporting Apple in iPhone case: sources ,SAN FRANCISCO Alphabet Inc's  Google  Facebook Inc   Microsoft Corp  and Twitter Inc  will all file or sign on to amicus briefs in support of Apple Inc's  fight against a magistrate's order  which requires it to help the U.S. Federal Bureau of Investigation break into a San Bernardino shooter's iPhone.,topStory
MSFT,Microsoft Corporation,12312015,Virtual reality takes center stage at MWC ,With virtual reality (VR) on course to become a $1 billion global business  the launch of the eagerly-awaited HTC Vive VR headset has been one of the highlights of this year's Mobile World Congress (MWC) in Barcelona. | Video ,normal
