INTC,Intel Corporation,2017-05-30,BRIEF-Intel promotes three corporate officers ,* Navin Shenoy was promoted from senior vice president to executive vice president.,topStory
QCOM,QUALCOMM Incorporated,2017-05-30,BRIEF-Parkervision says middle district of Florida granted co's request to reopen patent infringement case against Apple  LG and Qualcomm ,* Parkervision -middle district of Florida granted co's request to lift stay and reopen its patent infringement case against Apple  LG and Qualcomm,topStory
