TSLA,Tesla Inc ,2017-10-07,Tesla delays big rig truck debut; Model 3 in 'production hell' ,Tesla Inc  Chief Executive Elon Musk on Friday pushed back the unveiling of the company's big rig truck until mid-November  tweeting that the electric vehicle maker was diverting resources to fix production bottlenecks of its new Model 3 sedan and to help Puerto Rico.,topStory
TSLA,Tesla Inc ,2017-10-07,UPDATE 3-Tesla delays big rig truck debut; Model 3 in 'production hell' ,Oct 6 Tesla Inc Chief Executive Elon Musk on Friday pushed back the unveiling of the company's big rig truck until mid-November  tweeting that the electric vehicle maker was diverting resources to fix production bottlenecks of its new Model 3 sedan and to help Puerto Rico.,normal
