MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,topStory
MSFT,Microsoft Corporation,2017-08-10,Microsoft Surface devices fail on reliability: Consumer Reports ,SAN FRANCISCO The breakage rate for Microsoft Corp’s  Surface devices is significantly worse than for other manufacturers' laptops and tablets  Consumer Reports said  adding that it was removing its "recommended" designation for Surface products. | Video ,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,topStory
MSFT,Microsoft Corporation,2017-08-10,Microsoft Surface devices fail on reliability: Consumer Reports ,SAN FRANCISCO The breakage rate for Microsoft Corp’s  Surface devices is significantly worse than for other manufacturers' laptops and tablets  Consumer Reports said  adding that it was removing its "recommended" designation for Surface products. | Video ,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,topStory
MSFT,Microsoft Corporation,2017-08-10,Microsoft Surface devices fail on reliability: Consumer Reports ,SAN FRANCISCO The breakage rate for Microsoft Corp’s  Surface devices is significantly worse than for other manufacturers' laptops and tablets  Consumer Reports said  adding that it was removing its "recommended" designation for Surface products. | Video ,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,topStory
MSFT,Microsoft Corporation,2017-08-10,Microsoft Surface devices fail on reliability: Consumer Reports ,SAN FRANCISCO The breakage rate for Microsoft Corp’s  Surface devices is significantly worse than for other manufacturers' laptops and tablets  Consumer Reports said  adding that it was removing its "recommended" designation for Surface products. | Video ,normal
MSFT,Microsoft Corporation,2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints ,SAN FRANCISCO Moscow-based cyber security firm Kaspersky Lab said on Wednesday it would withdraw antitrust complaints made in Europe against Microsoft after the U.S. technology giant agreed to change how it delivers security updates to Windows users.,normal
TSLA,Tesla Inc ,2017-08-10,Tesla bond generates interest from alternate market ,NEW YORK (IFR) - Electric-car pioneer Tesla is expected to price its debut unsecured junk bond on Friday  testing fixed-income investors' appetite for a company that has yet to generate any real cash flow.,topStory
NVDA,NVIDIA Corporation,2017-08-10,BRIEF-Nvidia reports 19 pct rise in quaretrly automotive revenue ,* Nvidia Corp - qtrly revenue from gpu business $1 897 million versus $1 196 million,topStory
NVDA,NVIDIA Corporation,2017-08-10,Nvidia's quarterly revenue rises 56 percent ,Aug 10 Nvidia Corp reported a 56 percent jump in quarterly revenue on Thursday  helped by strong demand for its chips used in data centers and gaming devices such as Nintendo Co Ltd's Switch.,normal
NVDA,NVIDIA Corporation,2017-08-10,BRIEF-Nvidia Q2 non-GAAP earnings per share $1.01 ,* Nvidia announces financial results for second quarter fiscal 2018,normal
