MSFT,Microsoft Corporation,2017-03-08,BRIEF-Cavium announces collaboration with Microsoft ,* Collaborating with Microsoft on evaluating variety of cloud workloads running on co's ThunderX2 ARMv8-A data center processor for Azure cloud  Source text for Eikon:  Further company coverage:,topStory
MSFT,Microsoft Corporation,2017-03-08,BRIEF-Accenture and Avanade strengthen Microsoft alliance ,* Accenture and Avanade strengthen Microsoft alliance to expand capabilities in cloud and digital transformation; Debbie Polishook appointed to Avanade board of directors  Source text for Eikon:  Further company coverage:,normal
MSFT,Microsoft Corporation,2017-03-08,China's ZTE pleads guilty  settles U.S. sanctions case for nearly $900 million ,NEW YORK/HONG KONG Chinese telecom equipment maker ZTE Corp has agreed to plead guilty and pay nearly $900 million in a U.S. sanctions case  drawing a line under a damaging scandal that had threatened its cut off its supply chain. | Video ,normal
MSFT,Microsoft Corporation,2017-03-08,UPDATE 5-China's ZTE pleads guilty  settles U.S. sanctions case for nearly $900 mln ,* ZTE to plead guilty to evading U.S. sanctions on Iran  N.Korea,normal
TSLA,Tesla Inc ,2017-03-08,Juniper's Gary Clark joins Tesla as chief information officer ,Gary Clark  a former IT chief technology officer at Juniper Networks Inc   joined Tesla Inc  in February as its chief information officer  according to Clark's LinkedIn profile.,topStory
TSLA,Tesla Inc ,2017-03-08,Juniper's Gary Clark joins Tesla as chief information officer ,March 7 Gary Clark  a former IT chief technology officer at Juniper Networks Inc  joined Tesla Inc  in February as its chief information officer  according to Clark's LinkedIn profile.,normal
INTC,Intel Corporation,2017-03-08,U.S. tech sanctions will rattle China's firewall ,HONG KONG (Reuters Breakingviews) - China has been giving fair warning. Telecoms equipment maker ZTE has agreed to plead guilty for violating U.S. export controls. The charges could have been more severe and the $892 million fine is manageable for the $9 billion company. More powerful is the message: the new U.S. administration is prepared to take action against corporate giants to rein in troublesome nations.,normal
INTC,Intel Corporation,2017-03-08,UPDATE 5-China's ZTE pleads guilty  settles U.S. sanctions case for nearly $900 mln ,* ZTE to plead guilty to evading U.S. sanctions on Iran  N.Korea,normal
QCOM,QUALCOMM Incorporated,2017-03-08,BRIEF-ParkerVision says patent trial and appeal board issued decisions regarding petitions for inter partes review filed by Qualcomm against ParkerVision patents ,* ParkerVision - patent trial and appeal board has issued decisions regarding petitions for inter partes review filed by Qualcomm against ParkerVision patents,topStory
QCOM,QUALCOMM Incorporated,2017-03-08,China's ZTE pleads guilty  settles U.S. sanctions case for nearly $900 million ,NEW YORK/HONG KONG Chinese telecom equipment maker ZTE Corp has agreed to plead guilty and pay nearly $900 million in a U.S. sanctions case  drawing a line under a damaging scandal that had threatened its cut off its supply chain. | Video ,normal
QCOM,QUALCOMM Incorporated,2017-03-08,U.S. tech sanctions will rattle China's firewall ,HONG KONG (Reuters Breakingviews) - China has been giving fair warning. Telecoms equipment maker ZTE has agreed to plead guilty for violating U.S. export controls. The charges could have been more severe and the $892 million fine is manageable for the $9 billion company. More powerful is the message: the new U.S. administration is prepared to take action against corporate giants to rein in troublesome nations.,normal
QCOM,QUALCOMM Incorporated,2017-03-08,UPDATE 5-China's ZTE pleads guilty  settles U.S. sanctions case for nearly $900 mln ,* ZTE to plead guilty to evading U.S. sanctions on Iran  N.Korea,normal
