MSFT,Microsoft Corporation,2015-05-06,Sky? Skype? EU court backs Murdoch over Microsoft in name battle ,LUXEMBOURG In a clash of corporate titans over naming rights in a fast-changing industry  Microsoft  and its Skype phone service came out on the losing side of an EU court battle on Tuesday with Rupert Murdoch's television business Sky.,topStory
MSFT,Microsoft Corporation,2015-05-06,Sky? Skype? EU court backs Murdoch over Microsoft in name battle ,LUXEMBOURG In a clash of corporate titans over naming rights in a fast-changing industry  Microsoft and its Skype phone service came out on the losing side of an EU court battle on Tuesday with Rupert Murdoch's television business Sky.,normal
TSLA,Tesla Inc ,2015-05-06,Tesla posts wider loss  highlights energy storage demand ,Tesla Motors Inc  reported a wider first-quarter net loss on Wednesday  but outperformed expectations and stuck to key milestones for the year ahead  despite pressure on margins.,topStory
TSLA,Tesla Inc ,2015-05-06,UPDATE 2-Tesla posts wider loss  highlights energy storage demand ,* Dollar squeezes Model S margins   (Adds details on cash reserves  energy storage outlook),normal
TSLA,Tesla Inc ,2015-05-06,Tesla Motors says it will be cash-flow positive in fourth quarter ,Tesla Motors Inc  should have "really good" cash flow in the fourth quarter  Chief Executive Elon Musk said on Wednesday during a first-quarter earnings conference call with analysts.,normal
TSLA,Tesla Inc ,2015-05-06,Tesla Motors says it will be cash-flow positive in fourth quarter ,May 6 Tesla Motors Inc should have "really good" cash flow in the fourth quarter  Chief Executive Elon Musk said on Wednesday during a first-quarter earnings conference call with analysts.,normal
TSLA,Tesla Inc ,2015-05-06,UPDATE 1-Tesla posts wider net loss  stands by full-year delivery target ,May 6 Tesla Motors Inc Wednesday reported a wider first-quarter net loss  but outperformed expectations and stuck to key milestones for the year ahead despite pressure on margins.,normal
TSLA,Tesla Inc ,2015-05-06,Tesla posts wider 1st qtr net loss  reaffirms full-year delivery target ,May 6 Tesla Motors Inc reported a wider first quarter net loss on Wednesday and said the strong dollar would crimp gross margins in the coming quarter.,normal
QCOM,QUALCOMM Incorporated,2015-05-06,South Korea says to cooperate with Europe  U.S. on Qualcomm probe ,SEOUL South Korea's antitrust body said on Wednesday it would cooperate with counterparts in Europe and the United States as part of the regulator's investigation into U.S. chip maker Qualcomm Inc.,topStory
QCOM,QUALCOMM Incorporated,2015-05-06,S.Korea says to cooperate with Europe  U.S. on Qualcomm probe ,SEOUL  May 6 South Korea's antitrust body said on Wednesday it would cooperate with counterparts in Europe and the United States as part of the regulator's investigation into U.S. chip maker Qualcomm Inc.,normal
