INTC,Intel Corporation,2015-01-07,Intel Corp chief shows wrist-worn drone; promises to employ more women ,SAN FRANCISCO Intel Corp  Chief Executive Brian Krzanich showed off a computer built into a jacket button and a wristband that transforms into a selfie-snapping flying camera  as the chipmaker extends its push into smart wearable gadgets. | Video ,topStory
INTC,Intel Corporation,2015-01-07,Intel Corp chief shows wrist-worn drone; promises to employ more women ,SAN FRANCISCO  Jan 6 Intel Corp Chief Executive Brian Krzanich showed off a computer built into a jacket button and a wristband that transforms into a selfie-snapping flying camera  as the chipmaker extends its push into smart wearable gadgets.,normal
